Rereg 2005,,,,,
,,,,,
Date,Time,Temp oC,DO mg/L,DO (% sat),pH
6/28/05,18:00:00,12.44,6.5,63.4,8.4
6/28/05,19:00:00,12.31,6.39,62.2,8.33
6/28/05,20:00:00,12.27,6.38,62,8.31
6/28/05,21:00:00,12.27,6.35,61.7,8.3
6/28/05,22:00:00,12.17,6.33,61.4,8.27
6/28/05,23:00:00,12.07,6.27,60.7,8.25
6/29/05,0:00:00,12.06,6.26,60.6,8.23
6/29/05,1:00:00,12.03,6.22,60.2,8.22
6/29/05,2:00:00,12,6.2,59.9,8.21
6/29/05,3:00:00,11.97,6.19,59.7,8.2
6/29/05,4:00:00,11.93,6.16,59.4,8.18
6/29/05,5:00:00,11.88,6.15,59.2,8.17
6/29/05,6:00:00,11.81,6.11,58.8,8.16
6/29/05,7:00:00,11.76,6.09,58.5,8.14
6/29/05,8:00:00,11.79,6.05,58.2,8.13
6/29/05,9:00:00,11.86,6.16,59.3,8.15
6/29/05,10:00:00,11.99,6.28,60.7,8.24
6/29/05,11:00:00,12.12,6.34,61.4,8.3
6/29/05,12:00:00,12.31,6.38,62.1,8.36
6/29/05,13:00:00,12.45,6.42,62.7,8.39
6/29/05,14:00:00,12.55,6.46,63.2,8.44
6/29/05,15:00:00,12.58,6.49,63.6,8.47
6/29/05,16:00:00,12.62,6.49,63.6,8.47
6/29/05,17:00:00,12.61,6.48,63.5,8.46
6/29/05,18:00:00,12.54,6.49,63.5,8.45
6/29/05,19:00:00,12.46,6.41,62.6,8.4
6/29/05,20:00:00,12.49,6.39,62.4,8.38
6/29/05,21:00:00,12.45,6.38,62.3,8.38
6/29/05,22:00:00,12.39,6.45,62.9,8.38
6/29/05,23:00:00,12.3,6.34,61.6,8.37
6/30/05,0:00:00,12.27,6.32,61.4,8.36
6/30/05,1:00:00,12.25,6.3,61.2,8.34
6/30/05,2:00:00,12.22,6.25,60.7,8.33
6/30/05,3:00:00,12.19,6.24,60.5,8.31
6/30/05,4:00:00,12.16,6.21,60.2,8.29
6/30/05,5:00:00,12.11,6.18,59.9,8.27
6/30/05,6:00:00,12.09,6.25,60.5,8.26
6/30/05,7:00:00,12.05,6.25,60.5,8.26
6/30/05,8:00:00,12.05,6.17,59.7,8.25
6/30/05,9:00:00,12.07,6.22,60.2,8.22
6/30/05,10:00:00,12.13,6.19,60,8.19
6/30/05,11:00:00,12.2,6.2,60.2,8.21
6/30/05,12:00:00,12.33,6.32,61.6,8.3
6/30/05,13:00:00,12.45,6.4,62.4,8.35
6/30/05,14:00:00,12.54,6.53,63.9,8.38
6/30/05,15:00:00,12.71,6.52,64,8.39
6/30/05,16:00:00,12.65,6.54,64.1,8.42
6/30/05,17:00:00,12.55,6.43,62.9,8.39
6/30/05,18:00:00,12.57,6.43,62.9,8.39
6/30/05,19:00:00,12.47,6.36,62.1,8.35
6/30/05,20:00:00,12.38,6.32,61.6,8.31
6/30/05,21:00:00,12.27,6.28,61,8.28
6/30/05,22:00:00,12.23,6.32,61.4,8.26
6/30/05,23:00:00,12.22,6.24,60.6,8.26
7/1/05,0:00:00,12.27,6.25,60.8,8.26
7/1/05,1:00:00,12.23,6.22,60.4,8.25
7/1/05,2:00:00,12.15,6.25,60.6,8.22
7/1/05,3:00:00,12.13,6.16,59.7,8.19
7/1/05,4:00:00,12.05,6.21,60.1,8.18
7/1/05,5:00:00,12.01,6.11,59,8.17
7/1/05,6:00:00,11.96,6.11,59,8.16
7/1/05,7:00:00,11.93,6.09,58.7,8.13
7/1/05,8:00:00,11.95,6.05,58.4,8.1
7/1/05,9:00:00,11.99,6.26,60.5,8.16
7/1/05,10:00:00,12.12,6.33,61.3,8.23
7/1/05,11:00:00,12.24,6.39,62.1,8.29
7/1/05,12:00:00,12.36,6.43,62.7,8.33
7/1/05,13:00:00,12.46,6.58,64.3,8.38
7/1/05,14:00:00,12.55,6.6,64.6,8.4
7/1/05,15:00:00,12.61,6.64,65,8.41
7/1/05,16:00:00,12.6,6.54,64.1,8.4
7/1/05,17:00:00,12.54,6.49,63.5,8.39
7/1/05,18:00:00,12.51,6.5,63.5,8.37
7/1/05,19:00:00,12.41,6.46,63,8.31
7/1/05,20:00:00,12.35,6.35,61.8,8.27
7/1/05,21:00:00,12.34,6.35,61.8,8.27
7/1/05,22:00:00,12.24,6.37,61.8,8.24
7/1/05,23:00:00,12.19,6.27,60.8,8.23
7/2/05,0:00:00,12.11,6.27,60.7,8.2
7/2/05,1:00:00,12.09,6.18,59.8,8.2
7/2/05,2:00:00,12.04,6.16,59.5,8.18
7/2/05,3:00:00,12.03,6.21,60,8.17
7/2/05,4:00:00,12.04,6.15,59.5,8.17
7/2/05,5:00:00,11.98,6.12,59.1,8.16
7/2/05,6:00:00,11.95,6.12,59.1,8.16
7/2/05,7:00:00,11.94,6.2,59.8,8.16
7/2/05,8:00:00,11.97,6.16,59.5,8.15
7/2/05,9:00:00,12.05,6.18,59.7,8.16
7/2/05,10:00:00,12.18,6.13,59.5,8.17
7/2/05,11:00:00,12.26,6.35,61.7,8.22
7/2/05,12:00:00,12.39,6.36,62,8.3
7/2/05,13:00:00,12.54,6.42,62.8,8.35
7/2/05,14:00:00,12.63,6.47,63.4,8.4
7/2/05,15:00:00,12.67,6.47,63.5,8.43
7/2/05,16:00:00,12.7,6.48,63.6,8.43
7/2/05,17:00:00,12.73,6.48,63.6,8.43
7/2/05,18:00:00,12.68,6.43,63.1,8.42
7/2/05,19:00:00,12.52,6.35,62.1,8.35
7/2/05,20:00:00,12.44,6.3,61.5,8.31
7/2/05,21:00:00,12.31,6.3,61.3,8.27
7/2/05,22:00:00,12.25,6.19,60.1,8.25
7/2/05,23:00:00,12.21,6.18,60,8.23
7/3/05,0:00:00,12.09,6.11,59.1,8.19
7/3/05,1:00:00,12.09,6.11,59.1,8.18
7/3/05,2:00:00,12.07,6.08,58.8,8.18
7/3/05,3:00:00,12.05,6.07,58.7,8.16
7/3/05,4:00:00,12.01,6.04,58.3,8.14
7/3/05,5:00:00,11.97,6.03,58.3,8.13
7/3/05,6:00:00,11.92,6.02,58,8.12
7/3/05,7:00:00,11.92,6.01,58,8.11
7/3/05,8:00:00,11.95,5.98,57.7,8.09
7/3/05,9:00:00,12.05,6.15,59.5,8.14
7/3/05,10:00:00,12.21,6.22,60.4,8.22
7/3/05,11:00:00,12.35,6.24,60.8,8.28
7/3/05,12:00:00,12.51,6.28,61.4,8.32
7/3/05,13:00:00,12.65,6.33,62,8.37
7/3/05,14:00:00,12.72,6.33,62.2,8.41
7/3/05,15:00:00,12.78,6.36,62.5,8.42
7/3/05,16:00:00,12.82,6.38,62.8,8.45
7/3/05,17:00:00,12.8,6.32,62.2,8.43
7/3/05,18:00:00,12.76,6.32,62.1,8.43
7/3/05,19:00:00,12.67,6.24,61.3,8.38
7/3/05,20:00:00,12.59,6.22,60.9,8.34
7/3/05,21:00:00,12.51,6.2,60.6,8.3
7/3/05,22:00:00,12.5,6.17,60.3,8.29
7/3/05,23:00:00,12.4,6.15,59.9,8.27
7/4/05,0:00:00,12.33,6.11,59.5,8.26
7/4/05,1:00:00,12.34,6.08,59.2,8.25
7/4/05,2:00:00,12.33,6.06,59,8.25
7/4/05,3:00:00,12.32,6.04,58.8,8.23
7/4/05,4:00:00,12.33,6.03,58.7,8.23
7/4/05,5:00:00,12.27,6.01,58.4,8.21
7/4/05,6:00:00,12.23,6.02,58.5,8.21
7/4/05,7:00:00,12.21,6.01,58.4,8.22
7/4/05,8:00:00,12.22,6.02,58.5,8.22
7/4/05,9:00:00,12.32,6.05,58.9,8.23
7/4/05,10:00:00,12.44,6.06,59.2,8.24
7/4/05,11:00:00,12.55,6.1,59.7,8.23
7/4/05,12:00:00,12.56,6.26,61.2,8.29
7/4/05,13:00:00,12.71,6.35,62.3,8.36
7/4/05,14:00:00,12.8,6.35,62.5,8.39
7/4/05,15:00:00,12.82,6.36,62.6,8.4
7/4/05,16:00:00,12.84,6.36,62.6,8.4
7/4/05,17:00:00,12.9,6.36,62.7,8.4
7/4/05,18:00:00,12.71,6.31,61.9,8.37
7/4/05,19:00:00,12.6,6.22,60.9,8.31
7/4/05,20:00:00,12.62,6.17,60.5,8.29
7/4/05,21:00:00,12.54,6.16,60.2,8.28
7/4/05,22:00:00,12.4,6.11,59.5,8.24
7/4/05,23:00:00,12.36,6.04,58.8,8.25
7/5/05,0:00:00,12.35,6.01,58.6,8.21
7/5/05,1:00:00,12.34,6,58.4,8.21
7/5/05,2:00:00,12.39,5.99,58.4,8.2
7/5/05,3:00:00,12.35,5.96,58.1,8.19
7/5/05,4:00:00,12.3,5.94,57.8,8.17
7/5/05,5:00:00,12.27,5.91,57.5,8.16
7/5/05,6:00:00,12.24,5.91,57.4,8.15
7/5/05,7:00:00,12.25,5.91,57.4,8.17
7/5/05,8:00:00,12.29,5.89,57.3,8.18
7/5/05,9:00:00,12.38,5.91,57.6,8.2
7/5/05,10:00:00,12.41,5.96,58.1,8.16
7/5/05,11:00:00,12.46,6.15,60,8.23
7/5/05,12:00:00,12.6,6.21,60.9,8.29
7/5/05,13:00:00,12.72,6.26,61.5,8.33
7/5/05,14:00:00,12.84,6.29,61.9,8.36
7/5/05,15:00:00,12.81,6.29,61.9,8.37
7/5/05,16:00:00,12.85,6.29,62,8.38
7/5/05,17:00:00,12.82,6.27,61.7,8.36
7/5/05,18:00:00,12.77,6.21,61.1,8.32
7/5/05,19:00:00,12.72,6.14,60.3,8.29
7/5/05,20:00:00,12.75,6.13,60.3,8.28
7/5/05,21:00:00,12.58,6.06,59.3,8.24
7/5/05,22:00:00,12.48,6.02,58.8,8.22
7/5/05,23:00:00,12.41,5.95,58,8.18
7/6/05,0:00:00,12.4,5.92,57.7,8.18
7/6/05,1:00:00,12.37,5.91,57.6,8.16
7/6/05,2:00:00,12.43,5.91,57.6,8.16
7/6/05,3:00:00,12.42,5.89,57.4,8.15
7/6/05,4:00:00,12.35,5.85,56.9,8.14
7/6/05,5:00:00,12.35,5.87,57.1,8.13
7/6/05,6:00:00,12.35,5.86,57.1,8.12
7/6/05,7:00:00,12.37,5.85,57,8.12
7/6/05,8:00:00,12.44,5.86,57.2,8.12
7/6/05,9:00:00,12.45,5.99,58.5,8.13
7/6/05,10:00:00,12.52,6.08,59.4,8.19
7/6/05,11:00:00,12.65,6.15,60.3,8.24
7/6/05,12:00:00,12.77,6.2,60.9,8.28
7/6/05,13:00:00,12.87,6.19,61,8.32
7/6/05,14:00:00,12.93,6.19,61.1,8.34
7/6/05,15:00:00,13,6.19,61.1,8.35
7/6/05,16:00:00,12.97,6.19,61.2,8.35
7/6/05,17:00:00,12.93,6.17,60.9,8.34
7/6/05,18:00:00,12.84,6.13,60.4,8.31
7/6/05,19:00:00,12.71,6.04,59.3,8.24
7/6/05,20:00:00,12.63,6,58.8,8.21
7/6/05,21:00:00,12.58,5.97,58.4,8.2
7/6/05,22:00:00,12.55,5.99,58.6,8.18
7/6/05,23:00:00,12.51,5.94,58,8.17
7/7/05,0:00:00,12.47,5.9,57.6,8.16
7/7/05,1:00:00,12.45,5.84,57,8.15
7/7/05,2:00:00,12.39,5.83,56.9,8.13
7/7/05,3:00:00,12.38,5.81,56.7,8.12
7/7/05,4:00:00,12.34,5.8,56.4,8.11
7/7/05,5:00:00,12.29,5.79,56.3,8.09
7/7/05,6:00:00,12.26,5.78,56.2,8.08
7/7/05,7:00:00,12.25,5.78,56.1,8.1
7/7/05,8:00:00,12.26,5.8,56.4,8.1
7/7/05,9:00:00,12.32,5.81,56.6,8.1
7/7/05,10:00:00,12.38,5.88,57.3,8.09
7/7/05,11:00:00,12.48,5.99,58.5,8.17
7/7/05,12:00:00,12.59,6.07,59.5,8.23
7/7/05,13:00:00,12.73,6.17,60.6,8.27
7/7/05,14:00:00,12.82,6.23,61.3,8.31
7/7/05,15:00:00,12.86,6.21,61.1,8.31
7/7/05,16:00:00,12.86,6.2,61.1,8.31
7/7/05,17:00:00,12.84,6.18,60.8,8.3
7/7/05,18:00:00,12.74,6.14,60.4,8.26
7/7/05,19:00:00,12.69,6.06,59.4,8.21
7/7/05,20:00:00,12.62,6.02,58.9,8.19
7/7/05,21:00:00,12.55,6,58.6,8.16
7/7/05,22:00:00,12.46,5.94,58,8.13
7/7/05,23:00:00,12.37,5.9,57.5,8.11
7/8/05,0:00:00,12.34,5.85,57,8.1
7/8/05,1:00:00,12.3,5.85,56.9,8.08
7/8/05,2:00:00,12.33,5.84,56.8,8.09
7/8/05,3:00:00,12.33,5.82,56.7,8.08
7/8/05,4:00:00,12.27,5.81,56.5,8.06
7/8/05,5:00:00,12.22,5.8,56.3,8.04
7/8/05,6:00:00,12.2,5.79,56.2,8.05
7/8/05,7:00:00,12.19,5.81,56.4,8.07
7/8/05,8:00:00,12.21,5.78,56.1,8.04
7/8/05,9:00:00,12.25,5.77,56.1,8.03
7/8/05,10:00:00,12.29,5.9,57.4,8.05
7/8/05,11:00:00,12.47,6.09,59.4,8.16
7/8/05,12:00:00,12.59,6.14,60.1,8.2
7/8/05,13:00:00,12.72,6.19,60.8,8.24
7/8/05,14:00:00,12.66,6.15,60.3,8.21
7/8/05,15:00:00,12.65,6.13,60.1,8.21
7/8/05,16:00:00,12.6,6.1,59.7,8.19
7/8/05,17:00:00,12.5,6.08,59.5,8.17
7/8/05,18:00:00,12.41,6,58.6,8.13
7/8/05,19:00:00,12.38,5.97,58.2,8.11
7/8/05,20:00:00,12.37,5.95,58,8.1
7/8/05,21:00:00,12.34,5.9,57.4,8.09
7/8/05,22:00:00,12.37,5.88,57.3,8.09
7/8/05,23:00:00,12.35,5.88,57.2,8.07
7/9/05,0:00:00,12.32,5.84,56.8,8.06
7/9/05,1:00:00,12.28,5.8,56.4,8.06
7/9/05,2:00:00,12.25,5.76,56,8.03
7/9/05,3:00:00,12.24,5.74,55.8,8.02
7/9/05,4:00:00,12.27,5.73,55.7,8.01
7/9/05,5:00:00,12.24,5.69,55.3,8.01
7/9/05,6:00:00,12.25,5.71,55.5,8.02
7/9/05,7:00:00,12.27,5.75,55.9,8.03
7/9/05,8:00:00,12.29,5.74,55.8,8.05
7/9/05,9:00:00,12.39,5.76,56.1,8.07
7/9/05,10:00:00,12.39,5.72,55.8,8.04
7/9/05,11:00:00,12.46,5.95,58.1,8.11
7/9/05,12:00:00,12.5,6.02,58.9,8.15
7/9/05,13:00:00,12.62,6.06,59.3,8.19
7/9/05,14:00:00,12.62,6.07,59.5,8.2
7/9/05,15:00:00,12.71,6.13,60.1,8.23
7/9/05,16:00:00,12.69,6.09,59.8,8.22
7/9/05,17:00:00,12.62,6.02,59,8.19
7/9/05,18:00:00,12.6,5.99,58.6,8.17
7/9/05,19:00:00,12.56,5.96,58.3,8.15
7/9/05,20:00:00,12.49,5.88,57.5,8.12
7/9/05,21:00:00,12.46,5.9,57.6,8.1
7/9/05,22:00:00,12.39,5.84,56.9,8.06
7/9/05,23:00:00,12.37,5.82,56.7,8.06
7/10/05,0:00:00,12.36,5.8,56.5,8.05
7/10/05,1:00:00,12.34,5.76,56.1,8.04
7/10/05,2:00:00,12.32,5.71,55.6,8.03
7/10/05,3:00:00,12.32,5.7,55.5,8.02
7/10/05,4:00:00,12.3,5.68,55.3,8.01
7/10/05,5:00:00,12.34,5.69,55.4,8.01
7/10/05,6:00:00,12.32,5.7,55.5,8.02
7/10/05,7:00:00,12.33,5.72,55.7,8.04
7/10/05,8:00:00,12.37,5.76,56.2,8.05
7/10/05,9:00:00,12.44,5.75,56.1,8.06
7/10/05,10:00:00,12.58,5.79,56.7,8.09
7/10/05,11:00:00,12.68,5.85,57.4,8.12
7/10/05,12:00:00,12.69,5.93,58.3,8.13
7/10/05,13:00:00,12.6,6.05,59.3,8.18
7/10/05,14:00:00,12.7,6.1,59.9,8.23
7/10/05,15:00:00,12.78,6.15,60.5,8.25
7/10/05,16:00:00,12.82,6.14,60.5,8.26
7/10/05,17:00:00,12.82,6.14,60.4,8.26
7/10/05,18:00:00,12.81,6.1,60,8.24
7/10/05,19:00:00,12.71,6.03,59.2,8.19
7/10/05,20:00:00,12.63,5.98,58.6,8.16
7/10/05,21:00:00,12.61,5.96,58.4,8.15
7/10/05,22:00:00,12.5,5.92,57.9,8.12
7/10/05,23:00:00,12.42,5.86,57.2,8.08
7/11/05,0:00:00,12.42,5.83,56.8,8.08
7/11/05,1:00:00,12.37,5.78,56.3,8.06
7/11/05,2:00:00,12.35,5.77,56.1,8.06
7/11/05,3:00:00,12.33,5.75,56,8.05
7/11/05,4:00:00,12.37,5.76,56.1,8.05
7/11/05,5:00:00,12.32,5.75,56,8.04
7/11/05,6:00:00,12.31,5.75,56,8.04
7/11/05,7:00:00,12.32,5.76,56.1,8.05
7/11/05,8:00:00,12.36,5.72,55.7,8.05
7/11/05,9:00:00,12.45,5.78,56.4,8.06
7/11/05,10:00:00,12.49,5.86,57.2,8.07
7/11/05,11:00:00,12.58,5.99,58.7,8.15
7/11/05,12:00:00,12.71,6.07,59.6,8.21
7/11/05,13:00:00,12.92,6.12,60.4,8.26
7/11/05,14:00:00,13.05,6.14,60.8,8.29
7/11/05,15:00:00,13.06,6.15,60.9,8.31
7/11/05,16:00:00,13.02,6.15,60.8,8.31
7/11/05,17:00:00,13,6.15,60.8,8.31
7/11/05,18:00:00,12.93,6.07,59.9,8.26
7/11/05,19:00:00,12.86,5.99,59,8.21
7/11/05,20:00:00,12.76,5.92,58.2,8.17
7/11/05,21:00:00,12.7,5.89,57.9,8.15
7/11/05,22:00:00,12.64,5.88,57.7,8.13
7/11/05,23:00:00,12.64,5.87,57.5,8.13
7/12/05,0:00:00,12.59,5.81,56.9,8.11
7/12/05,1:00:00,12.53,5.78,56.5,8.09
7/12/05,2:00:00,12.54,5.75,56.3,8.08
7/12/05,3:00:00,12.54,5.76,56.3,8.08
7/12/05,4:00:00,12.52,5.75,56.2,8.06
7/12/05,5:00:00,12.46,5.71,55.8,8.05
7/12/05,6:00:00,12.42,5.7,55.6,8.05
7/12/05,7:00:00,12.4,5.69,55.5,8.05
7/12/05,8:00:00,12.44,5.69,55.5,8.05
7/12/05,9:00:00,12.51,5.71,55.8,8.06
7/12/05,10:00:00,12.53,5.82,56.9,8.08
7/12/05,11:00:00,12.68,5.94,58.3,8.16
7/12/05,12:00:00,12.81,6.03,59.3,8.21
7/12/05,13:00:00,12.98,6.09,60.1,8.27
7/12/05,14:00:00,13.01,6.11,60.4,8.3
7/12/05,15:00:00,13.05,6.12,60.5,8.32
7/12/05,16:00:00,13.07,6.1,60.4,8.33
7/12/05,17:00:00,13.02,6.09,60.2,8.31
7/12/05,18:00:00,13,6.04,59.7,8.29
7/12/05,19:00:00,12.91,5.95,58.7,8.23
7/12/05,20:00:00,12.8,5.9,58.1,8.19
7/12/05,21:00:00,12.75,5.91,58.1,8.17
7/12/05,22:00:00,12.76,5.88,57.8,8.16
7/12/05,23:00:00,12.7,5.84,57.3,8.14
7/13/05,0:00:00,12.66,5.8,56.9,8.13
7/13/05,1:00:00,12.62,5.78,56.6,8.11
7/13/05,2:00:00,12.59,5.77,56.5,8.1
7/13/05,3:00:00,12.56,5.75,56.2,8.09
7/13/05,4:00:00,12.5,5.72,55.8,8.07
7/13/05,5:00:00,12.45,5.68,55.5,8.06
7/13/05,6:00:00,12.42,5.68,55.4,8.05
7/13/05,7:00:00,12.39,5.7,55.5,8.06
7/13/05,8:00:00,12.4,5.68,55.4,8.06
7/13/05,9:00:00,12.48,5.72,55.9,8.08
7/13/05,10:00:00,12.55,5.76,56.4,8.08
7/13/05,11:00:00,12.69,5.91,58,8.18
7/13/05,12:00:00,12.82,5.97,58.8,8.25
7/13/05,13:00:00,12.98,6.01,59.4,8.3
7/13/05,14:00:00,13.09,6.04,59.8,8.34
7/13/05,15:00:00,13.18,6.11,60.6,8.37
7/13/05,16:00:00,13.12,6.14,60.8,8.38
7/13/05,17:00:00,13.1,6.1,60.4,8.36
7/13/05,18:00:00,13.1,6.1,60.4,8.35
7/13/05,19:00:00,12.93,5.97,58.9,8.27
7/13/05,20:00:00,12.79,5.86,57.6,8.2
7/13/05,21:00:00,12.74,5.82,57.2,8.18
7/13/05,22:00:00,12.67,5.77,56.6,8.15
7/13/05,23:00:00,12.68,5.77,56.6,8.14
7/14/05,0:00:00,12.54,5.68,55.6,8.09
7/14/05,1:00:00,12.47,5.61,54.8,8.07
7/14/05,2:00:00,12.49,5.63,55,8.07
7/14/05,3:00:00,12.51,5.63,55,8.08
7/14/05,4:00:00,12.44,5.58,54.5,8.05
7/14/05,5:00:00,12.39,5.56,54.2,8.04
7/14/05,6:00:00,12.38,5.56,54.2,8.04
7/14/05,7:00:00,12.4,5.59,54.5,8.05
7/14/05,8:00:00,12.44,5.61,54.7,8.06
7/14/05,9:00:00,12.52,5.65,55.2,8.08
7/14/05,10:00:00,13.41,6.41,63.9,8.11
8/3/05,13:00:00,13.81,9.63,96.9,8.03
8/3/05,14:00:00,13.93,9.86,99.5,8.1
8/3/05,15:00:00,13.98,9.97,100.7,8.15
8/3/05,16:00:00,13.98,10.01,101.1,8.15
8/3/05,17:00:00,13.96,9.9,99.9,8.14
8/3/05,18:00:00,13.94,9.81,99,8.11
8/3/05,19:00:00,13.88,9.66,97.4,8.07
8/3/05,20:00:00,13.77,9.44,94.9,8.02
8/3/05,21:00:00,13.66,9.36,93.9,7.99
8/3/05,22:00:00,13.56,9.23,92.4,7.96
8/3/05,23:00:00,13.53,9.19,92,7.94
8/4/05,0:00:00,13.46,8.95,89.4,7.92
8/4/05,1:00:00,13.46,8.9,88.9,7.91
8/4/05,2:00:00,13.45,8.89,88.7,7.9
8/4/05,3:00:00,13.42,8.85,88.3,7.9
8/4/05,4:00:00,13.42,8.88,88.6,7.9
8/4/05,5:00:00,13.36,8.78,87.5,7.88
8/4/05,6:00:00,13.35,8.78,87.5,7.88
8/4/05,7:00:00,13.33,8.74,87,7.89
8/4/05,8:00:00,13.37,8.78,87.5,7.91
8/4/05,9:00:00,13.46,8.92,89.1,7.95
8/4/05,10:00:00,13.51,9.13,91.2,7.94
8/4/05,11:00:00,13.62,9.46,94.8,8.01
8/4/05,12:00:00,13.8,9.72,97.8,8.09
8/4/05,13:00:00,13.94,9.89,99.9,8.15
8/4/05,14:00:00,14.04,10,101.1,8.19
8/4/05,15:00:00,14.09,10,101.2,8.2
8/4/05,16:00:00,14.05,9.98,100.9,8.2
8/4/05,17:00:00,14.04,9.89,100,8.18
8/4/05,18:00:00,14.01,9.8,99,8.15
8/4/05,19:00:00,13.86,9.46,95.3,8.07
8/4/05,20:00:00,13.82,9.4,94.6,8.04
8/4/05,21:00:00,13.77,9.37,94.3,8.03
8/4/05,22:00:00,13.69,9.25,92.8,8
8/4/05,23:00:00,13.64,9.09,91.2,7.97
8/5/05,0:00:00,13.61,8.99,90,7.96
8/5/05,1:00:00,13.63,8.98,90,7.96
8/5/05,2:00:00,13.69,9.01,90.5,7.97
8/5/05,3:00:00,13.62,8.88,89,7.96
8/5/05,4:00:00,13.57,8.71,87.2,7.94
8/5/05,5:00:00,13.55,8.68,86.9,7.93
8/5/05,6:00:00,13.52,8.66,86.6,7.93
8/5/05,7:00:00,13.53,8.7,87,7.94
8/5/05,8:00:00,13.56,8.77,87.8,7.97
8/5/05,9:00:00,13.63,8.89,89.1,7.98
8/5/05,10:00:00,13.74,8.97,90.2,8.01
8/5/05,11:00:00,13.87,9,90.7,8.01
8/5/05,12:00:00,13.99,9.09,91.8,8.03
8/5/05,13:00:00,14,9.64,97.5,8.14
8/5/05,14:00:00,14.08,9.74,98.7,8.18
8/5/05,15:00:00,14.09,9.77,98.9,8.18
8/5/05,16:00:00,14.09,9.64,97.6,8.15
8/5/05,17:00:00,14.06,9.5,96.1,8.14
8/5/05,18:00:00,14.05,9.37,94.8,8.11
8/5/05,19:00:00,13.97,9.17,92.6,8.06
8/5/05,20:00:00,13.9,9.02,91,8.02
8/5/05,21:00:00,13.77,8.92,89.7,8
8/5/05,22:00:00,13.71,8.9,89.3,7.96
8/5/05,23:00:00,13.7,8.77,88.1,7.96
8/6/05,0:00:00,13.7,8.78,88.2,7.96
8/6/05,1:00:00,13.64,8.6,86.2,7.93
8/6/05,2:00:00,13.61,8.48,85,7.93
8/6/05,3:00:00,13.63,8.54,85.6,7.91
8/6/05,4:00:00,13.6,8.47,84.8,7.91
8/6/05,5:00:00,13.55,8.44,84.5,7.9
8/6/05,6:00:00,13.51,8.33,83.2,7.91
8/6/05,7:00:00,13.5,8.43,84.3,7.91
8/6/05,8:00:00,13.52,8.45,84.5,7.94
8/6/05,9:00:00,13.61,8.56,85.8,7.96
8/6/05,10:00:00,13.72,8.75,87.9,7.99
8/6/05,11:00:00,13.77,8.96,90.1,7.97
8/6/05,12:00:00,13.83,9.33,93.9,8.05
8/6/05,13:00:00,14.01,9.57,96.7,8.13
8/6/05,14:00:00,14.1,9.65,97.8,8.16
8/6/05,15:00:00,14.09,9.67,97.9,8.17
8/6/05,16:00:00,14.1,9.65,97.7,8.16
8/6/05,17:00:00,14.08,9.52,96.4,8.15
8/6/05,18:00:00,14.02,9.34,94.4,8.12
8/6/05,19:00:00,14,9.17,92.6,8.07
8/6/05,20:00:00,13.92,9.05,91.3,8.04
8/6/05,21:00:00,13.9,8.96,90.3,8.02
8/6/05,22:00:00,13.86,8.93,89.9,8
8/6/05,23:00:00,13.85,8.9,89.7,7.99
8/7/05,0:00:00,13.82,8.96,90.2,7.99
8/7/05,1:00:00,13.73,8.77,88.1,7.95
8/7/05,2:00:00,13.63,8.63,86.5,7.92
8/7/05,3:00:00,13.55,8.49,84.9,7.89
8/7/05,4:00:00,13.55,8.48,84.9,7.88
8/7/05,5:00:00,13.55,8.45,84.6,7.88
8/7/05,6:00:00,13.51,8.42,84.2,7.88
8/7/05,7:00:00,13.5,8.46,84.6,7.89
8/7/05,8:00:00,13.52,8.56,85.6,7.92
8/7/05,9:00:00,13.58,8.65,86.6,7.96
8/7/05,10:00:00,13.72,8.77,88.1,7.97
8/7/05,11:00:00,13.87,8.87,89.4,8.05
8/7/05,12:00:00,14.02,9.07,91.7,8.08
8/7/05,13:00:00,14.03,9.57,96.8,8.16
8/7/05,14:00:00,14.11,9.67,97.9,8.18
8/7/05,15:00:00,14.13,9.75,98.8,8.22
8/7/05,16:00:00,14.12,9.71,98.4,8.21
8/7/05,17:00:00,14.07,9.51,96.3,8.17
8/7/05,18:00:00,14.01,9.24,93.4,8.1
8/7/05,19:00:00,13.93,9.08,91.6,8.05
8/7/05,20:00:00,13.9,9.05,91.2,8.03
8/7/05,21:00:00,13.82,8.95,90.1,8
8/7/05,22:00:00,13.74,8.86,89.1,7.98
8/7/05,23:00:00,13.69,8.73,87.6,7.95
8/8/05,0:00:00,13.63,8.53,85.5,7.92
8/8/05,1:00:00,13.62,8.51,85.3,7.91
8/8/05,2:00:00,13.64,8.56,85.8,7.92
8/8/05,3:00:00,13.61,8.43,84.5,7.91
8/8/05,4:00:00,13.59,8.39,84.1,7.9
8/8/05,5:00:00,13.55,8.38,83.8,7.89
8/8/05,6:00:00,13.51,8.37,83.7,7.88
8/8/05,7:00:00,13.51,8.35,83.5,7.89
8/8/05,8:00:00,13.52,8.42,84.2,7.91
8/8/05,9:00:00,13.59,8.41,84.2,7.96
8/8/05,10:00:00,13.68,8.5,85.3,7.92
8/8/05,11:00:00,13.75,8.93,89.7,8.01
8/8/05,12:00:00,13.88,9.13,92,8.05
8/8/05,13:00:00,14.03,9.41,95.2,8.11
8/8/05,14:00:00,14.11,9.49,96.1,8.14
8/8/05,15:00:00,14.16,9.52,96.6,8.16
8/8/05,16:00:00,14.19,9.57,97.2,8.19
8/8/05,17:00:00,14.17,9.44,95.7,8.15
