"","Date_time","Mean Temperature","Year","Season","SUMMER.STEELHEAD_Hatchery","SUMMER.STEELHEAD_Wild","SUMMER.STEELHEAD_RM","SUMMER.STEELHEAD_LM","SPRING.CHINOOK_Hachery","SPRING.CHINOOK_Wild","SPRING.CHINOOK_RM","SPRING.CHINOOK_LM","Sockeye_NoMark","Sockeye_RM","Sockeye_LM","Fall.Chinook","Bull.Trout","Rainbow.Trout","Total"
"780",2019-03-16,6.9,2019,"Winter",6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,25
"781",2019-03-18,7.2,2019,"Winter",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6
"782",2019-03-18,7.2,2019,"Winter",29,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,82
"783",2019-03-20,7.1,2019,"Spring",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7
"784",2019-03-21,7.3,2019,"Spring",22,6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,67
"785",2019-03-23,7.7,2019,"Spring",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,26
"786",2019-03-25,8,2019,"Spring",21,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,85
"787",2019-03-27,8,2019,"Spring",2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,29,40
"788",2019-03-29,8.3,2019,"Spring",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,25
"789",2019-03-30,8.3,2019,"Spring",5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,32,42
"790",2019-04-01,8.5,2019,"Spring",6,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,41
"791",2019-04-03,8.7,2019,"Spring",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,15
"792",2019-04-05,9,2019,"Spring",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9
"793",2019-04-08,9.3,2019,"Spring",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,21
"794",2019-04-10,8.2,2019,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11
"795",2019-04-12,8.4,2019,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3
"796",2019-04-15,8.7,2019,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12
"797",2019-04-19,9.5,2019,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,18
"798",2019-04-22,9.7,2019,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
"799",2019-04-26,10.7,2019,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11
"800",2019-04-29,10.7,2019,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
"801",2019-05-03,11.1,2019,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10
"802",2019-05-06,11.2,2019,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3
"803",2019-05-10,11.8,2019,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3
"804",2019-05-13,12.5,2019,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7
"805",2019-05-15,12.7,2019,"Spring",NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,18,23
"806",2019-05-17,12.6,2019,"Spring",NA,NA,NA,NA,12,NA,9,2,NA,NA,NA,NA,2,6,31
"807",2019-05-20,12.3,2019,"Spring",NA,NA,NA,NA,18,1,5,4,NA,NA,NA,NA,NA,3,31
"808",2019-05-22,12.1,2019,"Spring",NA,NA,NA,NA,25,NA,1,4,NA,NA,NA,NA,1,4,35
"809",2019-05-24,12,2019,"Spring",NA,NA,NA,NA,12,NA,2,NA,NA,NA,NA,NA,NA,8,22
"810",2019-05-27,12.1,2019,"Spring",NA,NA,NA,NA,20,NA,1,NA,NA,NA,NA,NA,1,16,38
"811",2019-05-29,12.4,2019,"Spring",NA,NA,NA,NA,17,NA,3,NA,NA,NA,NA,NA,NA,NA,20
"812",2019-05-31,12.3,2019,"Spring",NA,NA,NA,NA,23,1,1,1,NA,NA,NA,NA,NA,10,36
"813",2019-06-03,11.6,2019,"Spring",NA,NA,NA,NA,28,2,3,1,NA,NA,NA,NA,1,6,41
"814",2019-06-06,12.6,2019,"Spring",NA,NA,NA,NA,25,NA,1,2,NA,NA,NA,NA,1,3,32
"815",2019-06-07,12.8,2019,"Spring",NA,NA,NA,NA,6,1,1,NA,NA,NA,NA,NA,NA,6,14
"816",2019-06-10,13.4,2019,"Spring",NA,NA,NA,NA,39,NA,1,1,NA,NA,NA,NA,2,8,51
"817",2019-06-12,13.2,2019,"Spring",NA,NA,NA,NA,18,1,1,NA,NA,NA,NA,NA,1,3,24
"818",2019-06-14,13.4,2019,"Spring",NA,NA,NA,NA,15,1,1,NA,NA,NA,NA,NA,NA,12,29
"819",2019-06-17,13.9,2019,"Spring",NA,NA,NA,NA,22,NA,1,NA,NA,NA,NA,NA,1,7,31
"820",2019-06-19,14,2019,"Spring",NA,NA,NA,NA,15,1,1,NA,NA,NA,NA,NA,1,5,23
"821",2019-06-21,14.2,2019,"Summer",NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,1,18
"822",2019-06-25,14.2,2019,"Summer",NA,NA,NA,NA,23,2,NA,NA,NA,NA,NA,NA,2,16,43
"823",2019-06-28,13.7,2019,"Summer",NA,NA,NA,NA,14,1,NA,NA,NA,NA,NA,NA,1,10,26
"824",2019-07-02,13.5,2019,"Summer",NA,NA,NA,NA,14,1,NA,NA,NA,NA,NA,NA,3,7,25
"825",2019-07-05,13.1,2019,"Summer",NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,7,16
"826",2019-07-08,13,2019,"Summer",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3
"827",2019-07-10,13,2019,"Summer",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2
"828",2019-07-12,13.1,2019,"Summer",NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,8,12
"829",2019-07-15,13.1,2019,"Summer",NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,7,11
"830",2019-07-17,13.2,2019,"Summer",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,8,9
"831",2019-07-19,13.3,2019,"Summer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3
"832",2019-07-22,13.3,2019,"Summer",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,4
"833",2019-07-24,13.2,2019,"Summer",NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"834",2019-07-26,13.4,2019,"Summer",NA,NA,NA,NA,1,1,NA,NA,NA,2,NA,NA,NA,2,6
"835",2019-07-29,13.5,2019,"Summer",NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,2,5
"836",2019-08-01,13.5,2019,"Summer",NA,NA,NA,NA,5,1,NA,NA,NA,2,NA,NA,1,1,10
"837",2019-08-02,13.5,2019,"Summer",NA,NA,NA,NA,1,NA,NA,NA,1,1,1,NA,NA,NA,4
"838",2019-08-05,12.1,2019,"Summer",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3
"839",2019-08-07,13,2019,"Summer",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,1,1,5
"840",2019-08-09,13.8,2019,"Summer",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,1,NA,5
"841",2019-08-12,13.9,2019,"Summer",NA,1,NA,NA,9,2,NA,NA,1,16,NA,NA,NA,8,37
"842",2019-08-14,13.9,2019,"Summer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"843",2019-08-16,13.7,2019,"Summer",NA,NA,NA,NA,4,NA,NA,NA,NA,1,NA,NA,NA,1,6
"844",2019-08-21,13.5,2019,"Summer",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,2
"845",2019-08-23,13.7,2019,"Summer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
"846",2019-08-26,13.7,2019,"Summer",NA,NA,NA,NA,4,NA,NA,NA,NA,9,NA,NA,1,5,19
"847",2019-08-28,13.7,2019,"Summer",NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,7,9
"848",2019-08-30,13.8,2019,"Summer",NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,4
"849",2019-09-04,12.9,2019,"Summer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2
"850",2019-09-06,12.9,2019,"Summer",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,3
"851",2019-09-09,12.9,2019,"Summer",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,3
"852",2019-09-11,12.9,2019,"Summer",NA,NA,2,NA,NA,NA,NA,NA,5,1,NA,NA,NA,NA,8
"853",2019-09-16,12.9,2019,"Summer",NA,NA,1,NA,NA,NA,NA,NA,4,1,NA,NA,NA,4,10
"854",2019-09-19,12.6,2019,"Summer",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"855",2019-09-23,12.6,2019,"Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3
"856",2019-09-26,12.6,2019,"Fall",2,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,5
"857",2019-09-30,12.3,2019,"Fall",11,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,22
"858",2019-10-02,12.2,2019,"Fall",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,6
"859",2019-10-04,12.2,2019,"Fall",4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,11
"860",2019-10-07,12.1,2019,"Fall",10,2,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,1,17
"861",2019-10-09,12,2019,"Fall",4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,12
"862",2019-10-11,11.8,2019,"Fall",8,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10
"863",2019-10-14,11.6,2019,"Fall",4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,9
"864",2019-10-16,11.6,2019,"Fall",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"865",2019-10-18,11.4,2019,"Fall",7,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,13
"866",2019-10-21,11.3,2019,"Fall",7,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,8,18
"867",2019-10-24,11.3,2019,"Fall",10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,35
"868",2019-10-28,10.7,2019,"Fall",14,1,1,2,NA,NA,NA,NA,NA,NA,NA,23,NA,9,50
"869",2019-10-31,10.1,2019,"Fall",11,1,1,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,4,26
"870",2019-11-05,10.1,2019,"Fall",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,9,20
"871",2019-11-07,9.9,2019,"Fall",8,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,6,16
"872",2019-11-11,9.9,2019,"Fall",7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,7,19
"873",2019-11-15,9.9,2019,"Fall",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,7
"874",2019-11-18,9.9,2019,"Fall",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1,7
"875",2019-11-20,9.8,2019,"Fall",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,9
"876",2019-11-22,9.7,2019,"Fall",6,1,1,2,NA,NA,NA,NA,NA,NA,NA,17,NA,9,36
"877",2019-11-25,9.4,2019,"Fall",21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,2,18,67
"878",2019-11-29,8.8,2019,"Fall",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,6,72
"879",2019-12-02,8.4,2019,"Fall",23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,20,87
"880",2019-12-04,8.3,2019,"Fall",5,NA,2,2,NA,NA,NA,NA,NA,NA,NA,6,NA,2,17
